6.5, 1
264,157,313,158,363,158,412,159,469,160
257,166,309,166,363,166,416,166,475,167
246,179,303,179,363,179,422,179,486,180
236,190,298,191,363,191,427,191,497,191
223,205,291,206,363,206,434,207,511,208
206,225,282,225,363,226,443,226,526,226
185,250,272,250,363,250,453,250,546,250
161,277,258,280,364,283,469,286,580,289
124,321,239,324,364,328,491,333,621,337
71,383,211,387,365,391,519,396,675,400
